Rank,Movie,Release Date,Distributor,Genre,Year Gross,Tickets Sold,Movie URL,Year,Domestic Box Office,International Box Office,Worldwide Box Office,Production Budget,MPAA Rating
23,Bob Marley: One Love,"Feb 14, 2024",Paramount Pictures,Drama,96981216.0,8574820.0,https://www.the-numbers.com/movie/Bob-Marley-One-Love-(2024)#tab=summary,2024,96981216.0,79779143.0,176760359.0,70000000.0,PG-13
24,Red One,"Nov 15, 2024",Amazon MGM Studios,Action,96805881.0,8559318.0,https://www.the-numbers.com/movie/Red-One-(2024)#tab=summary,2024,97000759.0,89000000.0,186000759.0,200000000.0,PG-13
25,The Fall Guy,"May 3, 2024",Universal,Action,92900355.0,8214001.0,https://www.the-numbers.com/movie/Fall-Guy-The-(2024)#tab=summary,2024,92900355.0,88373488.0,181273843.0,125000000.0,PG-13
26,The Garfield Movie,"May 24, 2024",Sony Pictures,Adventure,91956547.0,8130552.0,https://www.the-numbers.com/movie/Garfield-Movie-The-(2024)#tab=summary,2024,91956547.0,163484886.0,255441433.0,60000000.0,PG
27,Wonka,"Dec 15, 2023",Warner Bros.,Musical,85451913.0,7555430.0,https://www.the-numbers.com/movie/Wonka-(2023)#tab=summary,2024,218581815.0,416100000.0,634681815.0,125000000.0,PG
28,Longlegs,"Jul 12, 2024",Neon,Horror,74346140.0,6573487.0,https://www.the-numbers.com/movie/Longlegs-(2024)#tab=summary,2024,74346140.0,51065176.0,125411316.0,10000000.0,R
29,Migration,"Dec 22, 2023",Universal,Adventure,73526925.0,6501054.0,https://www.the-numbers.com/movie/Migration-(2023)#tab=summary,2024,127630880.0,172870472.0,300501352.0,72000000.0,PG
30,Mean Girls,"Jan 12, 2024",Paramount Pictures,Musical,72581770.0,6417486.0,https://www.the-numbers.com/movie/Mean-Girls-(2024)#tab=summary,2024,72581770.0,32000000.0,104581770.0,36000000.0,PG-13
31,Smile 2,"Oct 18, 2024",Paramount Pictures,Horror,69012586.0,6101909.0,https://www.the-numbers.com/movie/Smile-2-(2024)#tab=summary,2024,69012586.0,69011778.0,138024364.0,28000000.0,R
32,Civil War,"Apr 12, 2024",A24,Action,68757539.0,6079358.0,https://www.the-numbers.com/movie/Civil-War-(2024)#tab=summary,2024,68757539.0,58581814.0,127339353.0,50000000.0,R
33,Furiosa: A Mad Max Saga,"May 24, 2024",Warner Bros.,Action,67587546.0,5975910.0,https://www.the-numbers.com/movie/Furiosa-A-Mad-Max-Saga-(2024)#tab=summary,2024,67587546.0,106900000.0,174487546.0,168000000.0,R
34,The Beekeeper,"Jan 12, 2024",Amazon MGM Studios,Action,66220535.0,5855043.0,https://www.the-numbers.com/movie/Beekeeper-The-(2024)#tab=summary,2024,66220535.0,86188698.0,152409233.0,40000000.0,R
35,Anyone But You,"Dec 22, 2023",Sony Pictures,Romantic Comedy,63482283.0,5612934.0,https://www.the-numbers.com/movie/Anyone-But-You-(2023)#tab=summary,2024,88319668.0,130586113.0,218905781.0,25000000.0,R
36,Transformers One,"Sep 20, 2024",Paramount Pictures,Adventure,59098421.0,5225325.0,https://www.the-numbers.com/movie/Transformers-One-(2024)#tab=summary,2024,59098421.0,69219245.0,128317666.0,75000000.0,PG
37,Joker: Folie à Deux,"Oct 4, 2024",Warner Bros.,Thriller/Suspense,58300287.0,5154756.0,https://www.the-numbers.com/movie/Joker-Folie-a-Deux-(2024)#tab=summary,2024,58300287.0,149200000.0,207500287.0,190000000.0,R
38,Terrifier 3,"Oct 11, 2024",Iconic/Cineverse,Horror,53981071.0,4772862.0,https://www.the-numbers.com/movie/Terrifier-3-(2024)#tab=summary,2024,53981071.0,22355421.0,76336492.0,2000000.0,Not Rated
39,Challengers,"Apr 26, 2024",Amazon MGM Studios,Drama,50119408.0,4431424.0,https://www.the-numbers.com/movie/Challengers-(2024)#tab=summary,2024,50119408.0,46000000.0,96119408.0,55000000.0,R
40,Nosferatu,"Dec 25, 2024",Focus Features,Horror,48120015.0,4254643.0,https://www.the-numbers.com/movie/Nosferatu-(2024)#tab=summary,2024,95608235.0,86197410.0,181805645.0,50000000.0,R
41,Aquaman and the Lost Kingdom,"Dec 22, 2023",Warner Bros.,Action,48011513.0,4245050.0,https://www.the-numbers.com/movie/Aquaman-and-the-Lost-Kingdom-(2023)#tab=summary,2024,124481226.0,315700000.0,440181226.0,205000000.0,PG-13
42,Argylle,"Feb 2, 2024",Universal,Action,45207275.0,3997107.0,https://www.the-numbers.com/movie/Argylle-(2024-United-Kingdom)#tab=summary,2024,45207275.0,51018953.0,96226228.0,200000000.0,PG-13
43,Madame Web,"Feb 14, 2024",Sony Pictures,Action,43817106.0,3874192.0,https://www.the-numbers.com/movie/Madame-Web-(2024)#tab=summary,2024,43817106.0,56481711.0,100298817.0,80000000.0,PG-13
44,Trap,"Aug 2, 2024",Warner Bros.,Thriller/Suspense,42777281.0,3782253.0,https://www.the-numbers.com/movie/Trap-(2024)#tab=summary,2024,42777281.0,40900000.0,83677281.0,30000000.0,PG-13
45,The Best Christmas Pageant …,"Nov 8, 2024",Lionsgate,Comedy,39802723.0,3519250.0,https://www.the-numbers.com/movie/Best-Christmas-Pageant-Ever-The-(2024-Canada)#tab=summary,2024,40048808.0,217091.0,40265899.0,10000000.0,PG
46,Speak No Evil,"Sep 13, 2024",Universal,Horror,36931420.0,3265378.0,https://www.the-numbers.com/movie/Speak-No-Evil-(2024)#tab=summary,2024,36931420.0,40307894.0,77239314.0,15000000.0,R
47,The Strangers: Chapter 1,"May 17, 2024",Lionsgate,Horror,35202562.0,3112517.0,https://www.the-numbers.com/movie/Strangers-The-Chapter-1-(2024)#tab=summary,2024,35202562.0,12243343.0,47445905.0,8500000.0,R
48,Coraline,"Feb 6, 2009",Fathom Events,Adventure,33626425.0,2973159.0,https://www.the-numbers.com/movie/Coraline#tab=summary,2024,116472020.0,50750828.0,167222848.0,60000000.0,PG
49,Night Swim,"Jan 5, 2024",Universal,Horror,32494740.0,2873098.0,https://www.the-numbers.com/movie/Night-Swim-(2024)#tab=summary,2024,32494740.0,22290647.0,54785387.0,15000000.0,PG-13
50,Conclave,"Oct 25, 2024",Focus Features,Thriller/Suspense,31289705.0,2766552.0,https://www.the-numbers.com/movie/Conclave-(2024)#tab=summary,2024,32580655.0,70519448.0,103100103.0,20000000.0,PG
51,The Boys in the Boat,"Dec 25, 2023",Amazon MGM Studios,Drama,30642834.0,2709358.0,https://www.the-numbers.com/movie/Boys-in-the-Boat-The-(2023)#tab=summary,2024,52641306.0,2880268.0,55521574.0,40000000.0,PG-13
52,Reagan,"Aug 30, 2024",ShowBiz Direct,Drama,29397140.0,2599217.0,https://www.the-numbers.com/movie/Reagan-(2024)#tab=summary,2024,29397140.0,44949.0,29442089.0,25000000.0,PG-13
53,The Forge,"Aug 23, 2024",Sony Pictures,Drama,29123632.0,2575034.0,https://www.the-numbers.com/movie/Forge-The-(2024)#tab=summary,2024,29123632.0,571240.0,29694872.0,5000000.0,PG
54,Horizon: An American Saga C…,"Jun 28, 2024",Warner Bros.,Western,29035702.0,2567259.0,https://www.the-numbers.com/movie/Horizon-An-American-Saga-Chapter-1-(2024)#tab=summary,2024,29035702.0,9800000.0,38835702.0,50000000.0,R
55,A Complete Unknown,"Dec 25, 2024",Searchlight Pictures,Drama,28501840.0,2520057.0,https://www.the-numbers.com/movie/Complete-Unknown-A-(2024)#tab=summary,2024,75001720.0,65425973.0,140427693.0,70000000.0,R
56,Imaginary,"Mar 8, 2024",Lionsgate,Horror,28009161.0,2476495.0,https://www.the-numbers.com/movie/Imaginary-(2024)#tab=summary,2024,28009161.0,15664455.0,43673616.0,13000000.0,PG-13
57,Heretic,"Nov 8, 2024",A24,Horror,27716205.0,2450593.0,https://www.the-numbers.com/movie/Heretic-(2024)#tab=summary,2024,27716205.0,30378637.0,58094842.0,,R
58,Abigail,"Apr 19, 2024",Universal,Horror,25867515.0,2287137.0,https://www.the-numbers.com/movie/Abigail-(2024)#tab=summary,2024,25867515.0,17174055.0,43041570.0,28000000.0,R
59,Monkey Man,"Apr 5, 2024",Universal,Thriller/Suspense,25116955.0,2220774.0,https://www.the-numbers.com/movie/Monkey-Man-(2024)#tab=summary,2024,25116955.0,10154676.0,35271631.0,10000000.0,R
60,Arthur the King,"Mar 15, 2024",Lionsgate,Adventure,25049006.0,2214766.0,https://www.the-numbers.com/movie/Arthur-the-King-(2024)#tab=summary,2024,25049006.0,7164578.0,32213584.0,19000000.0,PG-13
61,We Live in Time,"Oct 11, 2024",A24,Drama,24690031.0,2183027.0,https://www.the-numbers.com/movie/We-Live-in-Time-(2024-United-Kingdom)#tab=summary,2024,24690031.0,32425170.0,57115201.0,,R
62,Poor Things,"Dec 8, 2023",Searchlight Pictures,Black Comedy,24257189.0,2144756.0,https://www.the-numbers.com/movie/Poor-Things-(2023)#tab=summary,2024,34553225.0,77341225.0,111894450.0,35000000.0,R
63,Blink Twice,"Aug 23, 2024",Amazon MGM Studios,Thriller/Suspense,23093906.0,2041902.0,https://www.the-numbers.com/movie/Blink-Twice-(2024)#tab=summary,2024,23093906.0,25000000.0,48093906.0,,R
64,Kraven the Hunter,"Dec 13, 2024",Sony Pictures,Action,21915474.0,1937708.0,https://www.the-numbers.com/movie/Kraven-the-Hunter-(2024)#tab=summary,2024,25026310.0,34985118.0,60011428.0,110000000.0,R
65,The Bikeriders,"Jun 21, 2024",Focus Features,Drama,21746895.0,1922802.0,https://www.the-numbers.com/movie/Bikeriders-The-(2024)#tab=summary,2024,21746895.0,14555919.0,36302814.0,,R
66,The Ministry of Ungentleman…,"Apr 19, 2024",Lionsgate,Action,20535053.0,1815655.0,https://www.the-numbers.com/movie/Ministry-of-Ungentlemanly-Warfare-The-(2024)#tab=summary,2024,20535053.0,6459360.0,26994413.0,60000000.0,R
67,Fly Me to the Moon,"Jul 12, 2024",Sony Pictures,Romantic Comedy,20532222.0,1815404.0,https://www.the-numbers.com/movie/Fly-Me-to-the-Moon-(2024)#tab=summary,2024,20532222.0,17666129.0,38198351.0,100000000.0,PG-13
68,Unsung Hero,"Apr 26, 2024",Lionsgate,Drama,20335239.0,1797988.0,https://www.the-numbers.com/movie/Unsung-Hero-(2024)#tab=summary,2024,20335239.0,858823.0,21194062.0,6000000.0,PG
69,The First Omen,"Apr 5, 2024",20th Century Studios,Horror,20092802.0,1776552.0,https://www.the-numbers.com/movie/First-Omen-The-(2024)#tab=summary,2024,20092802.0,33900000.0,53992802.0,30000000.0,R
70,The Iron Claw,"Dec 22, 2023",A24,Drama,19646906.0,1737127.0,https://www.the-numbers.com/movie/Iron-Claw-The-(2023)#tab=summary,2024,35611828.0,10528994.0,46140822.0,15900000.0,R
71,Cabrini,"Mar 8, 2024",Angel Studios,Drama,19512135.0,1725211.0,https://www.the-numbers.com/movie/Cabrini-(2024)#tab=summary,2024,19512135.0,1079465.0,20591600.0,50000000.0,PG-13
72,American Fiction,"Dec 15, 2023",Amazon MGM Studios,Comedy,19442987.0,1719097.0,https://www.the-numbers.com/movie/American-Fiction-(2023)#tab=summary,2024,21098470.0,1927773.0,23026243.0,10000000.0,R
73,Ordinary Angels,"Feb 23, 2024",Lionsgate,Drama,19174421.0,1695351.0,https://www.the-numbers.com/movie/Ordinary-Angels-(2024)#tab=summary,2024,19174421.0,1280066.0,20454487.0,13000000.0,PG
74,The Watchers,"Jun 7, 2024",Warner Bros.,Horror,19164028.0,1694432.0,https://www.the-numbers.com/movie/Watchers-The-(2024)#tab=summary,2024,19164028.0,14300000.0,33464028.0,30000000.0,PG-13
75,Tarot,"May 3, 2024",Sony Pictures,Horror,18771004.0,1659682.0,https://www.the-numbers.com/movie/Tarot-(2024)#tab=summary,2024,18771004.0,30333741.0,49104745.0,8000000.0,PG-13
76,Kalki 2898-AD,"Jun 27, 2024",Prathyangira Cine…,Action,18289575.0,1617115.0,https://www.the-numbers.com/movie/Kalki-2898-AD-(2024-India)#tab=summary,2024,18289575.0,107567863.0,125857438.0,,
77,Demon Slayer: Kimetsu no Ya…,"Feb 23, 2024",Crunchyroll,Action,17657658.0,1561243.0,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-To-the-Hashira-Training-(2024-Japan)#tab=summary,2024,17657658.0,32782014.0,50439672.0,,R
78,Harold and the Purple Crayon,"Aug 2, 2024",Sony Pictures,Adventure,17640924.0,1559763.0,https://www.the-numbers.com/movie/Harold-and-the-Purple-Crayon-(2024)#tab=summary,2024,17640924.0,8893539.0,26534463.0,40000000.0,PG
79,The Color Purple,"Dec 25, 2023",Warner Bros.,Musical,16571549.0,1465212.0,https://www.the-numbers.com/movie/Color-Purple-The-(2023)#tab=summary,2024,60619191.0,8300000.0,68919191.0,,PG-13
80,The Substance,"Sep 20, 2024",MUBI,Horror,16447054.0,1454205.0,https://www.the-numbers.com/movie/Substance-The-(2024)#tab=summary,2024,17584795.0,59720652.0,77305447.0,17500000.0,R
81,Immaculate,"Mar 22, 2024",Neon,Horror,15671306.0,1385615.0,https://www.the-numbers.com/movie/Immaculate-(2024)#tab=summary,2024,15671306.0,9375594.0,25046900.0,,R
82,Borderlands,"Aug 9, 2024",Lionsgate,Action,15482668.0,1368936.0,https://www.the-numbers.com/movie/Borderlands-(2024)#tab=summary,2024,15482668.0,17455628.0,32938296.0,115000000.0,PG-13
83,Interstellar,"Nov 7, 2014",Paramount Pictures,Adventure,15207563.0,1344612.0,https://www.the-numbers.com/movie/Interstellar-(2014)#tab=summary,2024,203225563.0,438058713.0,641284276.0,165000000.0,PG-13
84,MaXXXine,"Jul 5, 2024",A24,Horror,15097633.0,1334892.0,https://www.the-numbers.com/movie/Maxxxine-(2024)#tab=summary,2024,15097633.0,6959528.0,22057161.0,,R
85,The Chosen: Season 4 Episod…,"Feb 1, 2024",Fathom Events,Drama,14409169.0,1274020.0,https://www.the-numbers.com/movie/Chosen-The-Season-4-Episodes-1-through-3-(2024)#tab=summary,2024,14409169.0,,,,
86,Anora,"Oct 18, 2024",Neon,Comedy,14146804.0,1250823.0,https://www.the-numbers.com/movie/Anora-(2024)#tab=summary,2024,20474298.0,37745198.0,58219496.0,6000000.0,R
87,Homestead,"Dec 20, 2024",Angel Studios,Drama,13988821.0,1236854.0,https://www.the-numbers.com/movie/Homestead-(2024)#tab=summary,2024,20811864.0,3517.0,20815381.0,,PG-13
88,Star Wars Ep. I: The Phanto…,"May 19, 1999",20th Century Studios,Adventure,13029994.0,1152077.0,https://www.the-numbers.com/movie/Star-Wars-Ep-I-The-Phantom-Menace#tab=summary,2024,487574671.0,558938785.0,1046513456.0,115000000.0,PG
89,Pushpa: The Rule — Part 2,"Dec 5, 2024",Prathyangira Cine…,Action,13000000.0,1149425.0,https://www.the-numbers.com/movie/Pushpa-The-Rule-Part-2-(2024-India)#tab=summary,2024,13000000.0,141621981.0,154621981.0,,Not Rated
90,Am I Racist?,"Sep 13, 2024",SDG Releasing,Documentary,12311598.0,1088559.0,https://www.the-numbers.com/movie/Am-I-Racist-(2024)#tab=summary,2024,12311598.0,,,3000000.0,PG-13
91,Here,"Nov 1, 2024",Sony Pictures,Drama,12237270.0,1081987.0,https://www.the-numbers.com/movie/Here-(2024)#tab=summary,2024,12237270.0,3756359.0,15993629.0,50000000.0,PG-13
92,Bonhoeffer: Pastor. Spy. As…,"Nov 22, 2024",Angel Studios,Thriller/Suspense,12121045.0,1071710.0,https://www.the-numbers.com/movie/Bonhoeffer-Pastor-Spy-Assassin-(2024-Belgium)#tab=summary,2024,12222383.0,469429.0,12691812.0,,PG-13
93,Sound of Hope: The Story of…,"Jul 4, 2024",Angel Studios,Drama,11647099.0,1029805.0,https://www.the-numbers.com/movie/Sound-of-Hope-The-Story-of-Possum-Trot-(2024)#tab=summary,2024,11647099.0,18692.0,11665791.0,8500000.0,PG-13
94,Godzilla Minus One,"Dec 1, 2023",Toho International,Action,11564257.0,1022481.0,https://www.the-numbers.com/movie/Godzilla-Minus-One-(2023-Japan)#tab=summary,2024,57144669.0,47944649.0,105089318.0,15000000.0,PG-13
95,The Boy and the Heron,"Dec 8, 2023",GKIDS,Adventure,10986312.0,971380.0,https://www.the-numbers.com/movie/Boy-and-the-Heron-The-(2023-Japan)#tab=summary,2024,46832867.0,246089696.0,292922563.0,,PG-13
96,Never Let Go,"Sep 20, 2024",Lionsgate,Horror,10306106.0,911238.0,https://www.the-numbers.com/movie/Never-Let-Go-(2024)#tab=summary,2024,10306106.0,11454607.0,21760713.0,20000000.0,R
97,Late Night with the Devil,"Mar 22, 2024",IFC Films,Horror,10001000.0,884262.0,https://www.the-numbers.com/movie/Late-Night-with-the-Devil-(2023-Australia)#tab=summary,2024,10001000.0,6764533.0,16765533.0,,R
98,Lisa Frankenstein,"Feb 9, 2024",Focus Features,Comedy,9774285.0,864216.0,https://www.the-numbers.com/movie/Lisa-Frankenstein-(2024)#tab=summary,2024,9774285.0,153429.0,9927714.0,,PG-13
99,Piece by Piece,"Oct 11, 2024",Focus Features,Documentary,9756635.0,862656.0,https://www.the-numbers.com/movie/Piece-by-Piece-(2024)#tab=summary,2024,9756635.0,990280.0,10746915.0,,PG
100,Saturday Night,"Oct 11, 2024",Sony Pictures,Comedy,9511315.0,840965.0,https://www.the-numbers.com/movie/Saturday-Night-(2024)#tab=summary,2024,9511315.0,466589.0,9977904.0,,R
1,A Minecraft Movie,"Apr 4, 2025",Warner Bros.,Adventure,423949195.0,37484456.0,https://www.the-numbers.com/movie/Minecraft-Movie-A-(2025)#tab=summary,2025,423949195.0,532701668.0,956650863.0,150000000.0,PG
2,Lilo & Stitch,"May 23, 2025",Walt Disney,Adventure,423778855.0,37469395.0,https://www.the-numbers.com/movie/Lilo-and-Stitch-(2025)#tab=summary,2025,423778855.0,614260718.0,1038039573.0,100000000.0,PG
3,Superman,"Jul 11, 2025",Warner Bros.,Action,354184465.0,31316045.0,https://www.the-numbers.com/movie/Superman-(2025)#tab=summary,2025,354184465.0,262500000.0,616684465.0,225000000.0,PG-13
4,Jurassic World Rebirth,"Jul 2, 2025",Universal,Action,339640400.0,30030097.0,https://www.the-numbers.com/movie/Jurassic-World-Rebirth-(2025)#tab=summary,2025,339640400.0,529261329.0,868901729.0,225000000.0,PG-13
5,Sinners,"Apr 18, 2025",Warner Bros.,Horror,279653537.0,24726219.0,https://www.the-numbers.com/movie/Sinners-(2025)#tab=summary,2025,279653537.0,88044030.0,367697567.0,90000000.0,R
6,The Fantastic Four: First S…,"Jul 25, 2025",Walt Disney,Action,274286610.0,24251690.0,https://www.the-numbers.com/movie/Fantastic-Four-The-First-Steps-(2025)#tab=summary,2025,274286610.0,246350312.0,520636922.0,200000000.0,PG-13
7,How to Train Your Dragon,"Jun 13, 2025",Universal,Adventure,262958100.0,23250053.0,https://www.the-numbers.com/movie/How-to-Train-Your-Dragon-(2025)#tab=summary,2025,262958100.0,373286318.0,636244418.0,150000000.0,PG
8,Captain America: Brave New …,"Feb 14, 2025",Walt Disney,Action,200500001.0,17727675.0,https://www.the-numbers.com/movie/Captain-America-Brave-New-World-(2025)#tab=summary,2025,200500001.0,213140020.0,413640021.0,180000000.0,PG-13
9,Mission: Impossible—The Fin…,"May 23, 2025",Paramount Pictures,Action,197413515.0,17454776.0,https://www.the-numbers.com/movie/Mission-Impossible-The-Final-Reckoning-(2025)#tab=summary,2025,197413515.0,393939559.0,591353074.0,400000000.0,PG-13
10,Thunderbolts*,"May 2, 2025",Walt Disney,Action,190274328.0,16823548.0,https://www.the-numbers.com/movie/Thunderbolts-(2025)#tab=summary,2025,190274328.0,192162037.0,382436365.0,180000000.0,PG-13
11,F1: The Movie,"Jun 27, 2025",Warner Bros.,Action,189527111.0,16757481.0,https://www.the-numbers.com/movie/F1-The-Movie-(2025)#tab=summary,2025,189527111.0,441877886.0,631404997.0,,PG-13
12,The Conjuring: Last Rites,"Sep 5, 2025",Warner Bros.,Horror,177752454.0,15716397.0,https://www.the-numbers.com/movie/Conjuring-The-Last-Rites-(2025)#tab=summary,2025,177752454.0,316646957.0,494399411.0,55000000.0,R
13,Wicked: For Good,"Nov 21, 2025",Universal,Musical,177440920.0,15688852.0,https://www.the-numbers.com/movie/Wicked-For-Good-(2025)#tab=summary,2025,177440920.0,126000000.0,303440920.0,150000000.0,PG
14,Weapons,"Aug 8, 2025",Warner Bros.,Horror,151550044.0,13399650.0,https://www.the-numbers.com/movie/Weapons-(2025)#tab=summary,2025,151550044.0,116700000.0,268250044.0,38000000.0,R
15,Final Destination: Bloodlines,"May 16, 2025",Warner Bros.,Horror,138130814.0,12213158.0,https://www.the-numbers.com/movie/Final-Destination-Bloodlines-(2025)#tab=summary,2025,138130814.0,177700000.0,315830814.0,50000000.0,R
16,Demon Slayer -Kimetsu no Ya…,"Sep 12, 2025",Sony Pictures,Action,134098992.0,11856675.0,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-The-Movie-Infinity-Castle-(2025-Japan)#tab=summary,2025,134098992.0,596034548.0,730133540.0,,R
17,Mufasa: The Lion King,"Dec 20, 2024",Walt Disney,Musical,126423748.0,11178050.0,https://www.the-numbers.com/movie/Mufasa-The-Lion-King-(2024)#tab=summary,2025,254567693.0,468050902.0,722618595.0,200000000.0,PG
18,Dog Man,"Jan 31, 2025",Universal,Adventure,97970355.0,8662277.0,https://www.the-numbers.com/movie/Dog-Man-(2025)#tab=summary,2025,97970355.0,47633060.0,145603415.0,40000000.0,PG
19,Freakier Friday,"Aug 8, 2025",Walt Disney,Comedy,94186236.0,8327695.0,https://www.the-numbers.com/movie/Freakier-Friday-(2025)#tab=summary,2025,94186236.0,58971128.0,153157364.0,42000000.0,PG
20,Disney’s Snow White,"Mar 21, 2025",Walt Disney,Musical,87203963.0,7710342.0,https://www.the-numbers.com/movie/Disneys-Snow-White-(2025)#tab=summary,2025,87203963.0,118475500.0,205679463.0,269400000.0,PG
21,Sonic the Hedgehog 3,"Dec 20, 2024",Paramount Pictures,Adventure,84556206.0,7476234.0,https://www.the-numbers.com/movie/Sonic-the-Hedgehog-3-(2024)#tab=summary,2025,236115100.0,253500522.0,489615622.0,122000000.0,PG
22,The Bad Guys 2,"Aug 1, 2025",Universal,Comedy,82593605.0,7302706.0,https://www.the-numbers.com/movie/Bad-Guys-2-The-(2025)#tab=summary,2025,82593605.0,156488800.0,239082405.0,80000000.0,PG
23,Predator: Badlands,"Nov 7, 2025",20th Century Studios,Action,79890607.0,7063714.0,https://www.the-numbers.com/movie/Predator-Badlands-(2025)#tab=summary,2025,79890607.0,83562183.0,163452790.0,105000000.0,PG-13
24,Black Phone 2,"Oct 17, 2025",Universal,Horror,76729235.0,6784194.0,https://www.the-numbers.com/movie/Black-Phone-2-(2025)#tab=summary,2025,76729235.0,54403423.0,131132658.0,30000000.0,R
25,Tron: Ares,"Oct 10, 2025",Walt Disney,Action,73107150.0,6463939.0,https://www.the-numbers.com/movie/Tron-Ares-(2025)#tab=summary,2025,73107150.0,68985263.0,142092413.0,180000000.0,PG-13
26,Elio,"Jun 20, 2025",Walt Disney,Adventure,72987454.0,6453356.0,https://www.the-numbers.com/movie/Elio-(2025)#tab=summary,2025,72987454.0,81107882.0,154095336.0,150000000.0,PG
27,One Battle After Another,"Sep 26, 2025",Warner Bros.,Action,70548000.0,6237666.0,https://www.the-numbers.com/movie/One-Battle-After-Another-(2025)#tab=summary,2025,70548000.0,131596004.0,202144004.0,140000000.0,R
28,28 Years Later,"Jun 20, 2025",Sony Pictures,Horror,70446897.0,6228727.0,https://www.the-numbers.com/movie/28-Years-Later-(2025)#tab=summary,2025,70446897.0,79559856.0,150006753.0,60000000.0,R
29,The Accountant 2,"Apr 25, 2025",Amazon MGM Studios,Thriller/Suspense,65523366.0,5793401.0,https://www.the-numbers.com/movie/Accountant-2-The-(2025)#tab=summary,2025,65523366.0,37700000.0,103223366.0,80000000.0,R
30,The King of Kings,"Apr 11, 2025",Angel Studios,Drama,60270106.0,5328922.0,https://www.the-numbers.com/movie/King-of-Kings-The-(2025-South-Korea)#tab=summary,2025,60270106.0,18119573.0,78389679.0,25000000.0,PG
31,Zootopia 2,"Nov 26, 2025",Walt Disney,Adventure,59200000.0,5234306.0,https://www.the-numbers.com/movie/Zootopia-2-(2025)#tab=summary,2025,59200000.0,135300000.0,194500000.0,,PG
32,From the World of John Wick…,"Jun 6, 2025",Lionsgate,Action,58051327.0,5132743.0,https://www.the-numbers.com/movie/From-the-World-of-John-Wick-Ballerina-(2025)#tab=summary,2025,58051327.0,73725047.0,131776374.0,90000000.0,R
33,Moana 2,"Nov 27, 2024",Walt Disney,Musical,56387808.0,4985659.0,https://www.the-numbers.com/movie/Moana-2-(2024)#tab=summary,2025,460405297.0,598730701.0,1059135998.0,150000000.0,PG
34,The Naked Gun,"Aug 1, 2025",Paramount Pictures,Comedy,52647396.0,4654942.0,https://www.the-numbers.com/movie/Naked-Gun-The-(2025)#tab=summary,2025,52647396.0,49406409.0,102053805.0,,PG-13
35,Karate Kid: Legends,"May 30, 2025",Sony Pictures,Drama,52547391.0,4646100.0,https://www.the-numbers.com/movie/Karate-Kid-Legends-(2025)#tab=summary,2025,52547391.0,61971900.0,114519291.0,45000000.0,PG-13
36,One of Them Days,"Jan 17, 2025",Sony Pictures,Comedy,50054690.0,4425702.0,https://www.the-numbers.com/movie/One-of-Them-Days-(2025)#tab=summary,2025,50054690.0,1361432.0,51416122.0,14000000.0,R
37,Regretting You,"Oct 24, 2025",Paramount Pictures,Drama,47833405.0,4229302.0,https://www.the-numbers.com/movie/Regretting-You-(2025)#tab=summary,2025,47833405.0,39700000.0,87533405.0,,PG-13
38,Nosferatu,"Dec 25, 2024",Focus Features,Horror,47488220.0,4198782.0,https://www.the-numbers.com/movie/Nosferatu-(2024)#tab=summary,2025,95608235.0,86197410.0,181805645.0,50000000.0,R
39,A Complete Unknown,"Dec 25, 2024",Searchlight Pictures,Drama,46499880.0,4111395.0,https://www.the-numbers.com/movie/Complete-Unknown-A-(2024)#tab=summary,2025,75001720.0,65425973.0,140427693.0,70000000.0,R
40,Mickey 17,"Mar 7, 2025",Warner Bros.,Black Comedy,46047147.0,4071366.0,https://www.the-numbers.com/movie/Mickey-17-(2025)#tab=summary,2025,46047147.0,87300000.0,133347147.0,118000000.0,R
41,Paddington in Peru,"Feb 14, 2025",Sony Pictures,Adventure,45770312.0,4046889.0,https://www.the-numbers.com/movie/Paddington-in-Peru-(2024-United-Kingdom)#tab=summary,2025,45770312.0,146344700.0,192115012.0,75336729.0,PG
42,Downton Abbey: The Grand Fi…,"Sep 12, 2025",Focus Features,Drama,44996590.0,3978478.0,https://www.the-numbers.com/movie/Downton-Abbey-The-Grand-Finale-(2025-United-Kingdom)#tab=summary,2025,44996590.0,57581484.0,102578074.0,,PG
43,Chainsaw Man — The Movie: R…,"Oct 24, 2025",Sony Pictures,Action,42980507.0,3800222.0,https://www.the-numbers.com/movie/Chainsaw-Man-The-Movie-Reze-Arc-(2025-Japan)#tab=summary,2025,42980507.0,131493715.0,174474222.0,,R
44,Now You See Me: Now You Don…,"Nov 14, 2025",Lionsgate,Thriller/Suspense,42677813.0,3773458.0,https://www.the-numbers.com/movie/Now-You-See-Me-Now-You-Dont-(2025)#tab=summary,2025,42677813.0,109400000.0,152077813.0,90000000.0,PG-13
45,Wicked,"Nov 22, 2024",Universal,Musical,42040690.0,3717126.0,https://www.the-numbers.com/movie/Wicked-(2024)#tab=summary,2025,474983975.0,282976913.0,757960888.0,145000000.0,PG
46,The Amateur,"Apr 11, 2025",20th Century Studios,Thriller/Suspense,40759635.0,3603858.0,https://www.the-numbers.com/movie/Amateur-The-(2025)#tab=summary,2025,40759635.0,55193640.0,95953275.0,60000000.0,PG-13
